ID,Question,Probability,Volume24h,TotalVolume,CloseTime
ztCOpZuNRN,"New METR SOTA by end of February, 2026?",0.44904887435759105,0.0,247.0,1772323140000
LA9yOuuzhN,"New METR SOTA by end of January, 2026?",0.08340410991032758,0.0,438.19426071536327,1769903940000
IRdhEP8Lcd,Will ICE/DHS kill another person by February 1st?,0.4099999999999998,0.0,7296.792090983957,1769270590066
yPNyZPOg8O,will i have the same job on june 1 compared to january 1?,0.67317666938541,0.0,68.0,1780358340000
2qO8LLA599,Will a living Moa be confirmed in 2026?,0.0616187584107463,0.0,474.7748893655873,1798761540000
QZttq5QASP,Trump/US reaches a deal with Denmark to sell Greenland in 2026?,0.05385497562835699,20.0,1037.9874371066203,1798761540000
y2ShqcR9qI,AI CLOSES THIS MARKET?,0.3378378378378378,0.0,40.0,1769130780000
OdZOcnQCSI,"Will Manifold user ""brassygirl"" @AnnCummings be banned by July 1, 2026?",0.9594291217521042,0.0,2642.7160048400438,1769128048500
U6I8QzqqCI,"Will OpenAI API token prices fall before March 14, 2026?",0.18484288354898354,0.0,310.0,1773446340000
dsZ0uOZtS5,Will there be national elections in Spain in 2026 to elect a new prime minister?,0.5183165083160421,0.0,180.0,1798761540000
zlnA9LO85t,"[SHORT FUSE] Elder Scrolls 6 announcement at the January 22, 2026 Xbox Developer_Direct?",0.5177585933083272,0.0,60.0,1769104800000
9OqAALIp02,"500,000+ customers in the USA are without power simultaneously due to inclement winter weather by EOD 1/25/2026?",0.9900000000000001,0.0,61880.703815637586,1769344332616
QE8gNndUlC,"Will Bitcoin exceed $92,000 USD at 18:00 UTC on January 22, 2026?",0.009999999999999972,0.0,894.9874371066195,1769120580000
0qzQu9q2lL,Brad Lander and Dan Goldman both congressmen on 10 Jan 2027?,0.45298221810138367,0.0,20.0,1799619480000
n8U8RydRUN,Elizabeth Holmes pardoned by Trump in 2026?,0.10931010572317558,0.0,356.0,1798761540000
AL085URSh5,Adith is gay,0.5,0.0,0.0,1769031484627
5g28hqhhL9,Will the New England Patriots will defeat the Denver Broncos by more than 1 point?,0.99,2809.8812656852892,7554.574692938441,1769382218461
6UcQE0EEt9,Will manas be touched,0.5,0.0,0.0,1769031352619
ddlQlSN0Zz,Will the Japanese yen trade below 160 JPY/USD at the end of March 2026?,0.7613640142682806,32.26026312056092,194.73475025971982,1775001540000
NI0t9cs8gA,Canadian Liberals have a majority before EOY 2026?,0.40504329846639975,0.0,494.31912463576623,1798761540000
6dpdIOZhpP,Will Sanae Takaichi and the LDP win a majority after the Feb 8 snap election?,0.5325342571249684,0.0,3946.0,1770508740000
UORO9s8ZQy,Is brassygirl a bot or simply a member in good standing using a computer and ethernet connection?,0.016854638601706995,0.0,14506.90825747005,1769213764726
5LSy9C9ggS,Will Project Hail Mary score at least 90% on Rotten Tomatoes?,0.6252745640885822,0.0,114.47970381525312,1774051140000
2hzqCQ9R98,Will I win my next League of Legends match as Riven versus Renekton?,0.5901639344262296,0.0,20.0,1769022353334
ACLZU5qCdu,"Will armed conflict break out between Ethiopia and Eritrea by December 31, 2026?",0.09064083839203024,0.0,253.0,1798675140000
nRUIRPZCd0,Will my metal parts be finished this week?,0.5736321645329254,0.0,103.20363951550338,1769202104195
ZtEpRpL8I2,Will I win my next League of Legends match as Shyvana versus Volibear?,0.5344418052256534,0.0,30.0,1769017096423
uZZpQltNEZ,will vance's new kid be seen in public this year?,0.866711096301233,0.0,155.0,1798761540000
z0Uz8gq0hC,"Will ""Mamma Mia! 3"" be released by the end of 2028?",0.5784583620096354,0.0,40.0,1861919940000
zCU98lpluP,This market breaks 98% by tomorrow,0.9899999999999999,0.0,894.9874371066203,1769013182784
S9clzO5cd9,Will I have recovered from my illness (currently sore throat) on Jan 25 PM?,0.061647676962966934,2122.755212811836,26824.346133568986,1769382000000
EAtpCUqpgA,Will it rain in Los Angeles today?,0.010000000000000049,0.0,371.1577977916047,1769155140000
OdpP60z65h,Will @Mochi attend manifest 2026?,0.5981353480147886,0.0,22.0,1798761540000
8OnUdRutCq,Is Zena Cardman pregnant?,0.05688922839806559,0.0,40.0,1792074240000
Dw8mskAvBX,"Will ""Deep learning as program synthesis"" make the top fifty posts in LessWrong's 2026 Annual Review?",0.16934176529337444,0.0,32.0,1832976000000
ILhP8R9URg,Will I reach net worth of 20k mana at any point during Feb 15th?,0.2783209838259542,0.0,97.09317395000787,1771199940000
SE29U62uE5,"Will Trump say the N-word On Jan 23, 2026",0.010000000000000004,0.0,1058.27460808813,1769212740000
RZqyQtdQnI,Will I profit from having Plus?,0.7870581715810858,0.0,326.81041705960405,1771681380000
UOOtuncP9y,U23 Asia Football Final (2026): Will China U23 beat Japan U23?,0.41999999999999993,0.0,178.8693824940316,1769266800000
yAutPpz8zz,Will seated-down Brandiel beat Tom?,0.5911224430665817,0.0,30.0,1772270760000
EIR5sSOq5R,Able to read an article for a very small charge on New York Times by end of 2027?,0.19000000000000003,0.0,65.57216283195348,1830297540000
QuNEgL6Zql,Will Pod Save America appear on Q + A with Jack Tame?,0.3035028454352965,0.0,5.0,1772354820000
sOZLIUtPOc,Will there be a Nintendo Direct in February?,0.7256879687010828,0.0,204.0,1772323140000
tCIlutzhOz,Will I regret buying Manifold plus?,0.07000000000000002,21.35720871239302,2344.3215936523375,1771661940000
htlcOdEtdy,Will I get the correct prediction bonus tomorrow?,0.99,0.0,1764.659434374938,1769068740000
sLOddCLCSp,Will Manifold change how subscriptions downgrade by end of January 2026?,0.5499999999999999,0.0,69.2136183804202,1769903940000
Egchsq6ChS,Will China win more gold medals than the United States of America at the 2026 Milano Cortina Winter Olympics?,0.26000000000000006,0.0,1496.0491369207043,1771804740000
hy6N5PpyLC,Market creator bonus in Subscription plan by end of Jan 2026?,0.10649130558796818,0.0,180.0,1769903940000
05tRClngdg,"Conditional on a significant Amodei essay before March, will Yudkowsky write a long response before May?",0.3542958370239149,0.0,35.0,1777593540000
uNRAtZ8sSL,Will Manifold Plus be more popular than Pro and Premium combined?,0.99,153.65377065616914,3854.61197391756,1769587140000
lt8R9Lcy5l,Eric rizz Carrie Chen,0.7941634150342382,250.0,5959.20550927449,1769584380000
Pg0ACZ6yp2,Will Trumps WEF speech start within 10 minutes of its scheduled time?,0.32,0.0,1115.126932164586,1769001900000
SERLzOcARQ,"Will Democrats sweep the ""core four"" Senate races? (Kalshi)",0.6070613657252812,0.0,430.0,1798761540000
Oc0tCcl6Q9,Will actor Timothy Busfield be acquitted of all charges related to the child actors on the Cleaning Lady?,0.5475113122171946,0.0,10.0,1809063720000
RQQNuyNQC9,Daily Coinflip,0.5004997500001249,0.0,8225.456346039146,1769144340000
hyzZhRcl6Z,Will I make a dentist appointment this week,0.38957793687778314,6.0,347.6189747944638,1769385540000
NlQZspNy0E,Will Liu Zhenli be expelled from the Chinese Communist Party before 2028?,0.5428254582617583,20.0,85.0,1830297540000
EznLZAtq8c,Will Celtics win 1Q in Celtics vs Pacers?,0.99,0.0,929.0579987525061,1769044048152
0gzL9IlCU0,Will Anthropic’s next Sonnet model exceed 65% on terminal bench?,0.4524886877828055,0.0,10.0,1798761540000
EdhNL6z89Z,Will Zhang Shengmin be expelled from the Chinese Communist Party before 2028?,0.3902439024390245,0.0,25.0,1830297540000
RtlIc9Uy68,Will Zhang Youxia be expelled from the Chinese Communist Party before 2028?,0.5764705882352941,50.0,100.0,1830297540000
yOAslscUyL,"Will Ethereum (ETH) exceed $3,000 USD at 6:00 UTC on January 22, 2026?",0.8107356761716339,0.0,264.3928826360453,1769061600000
UAEhg5c28I,Will Anthropic’s next Sonnet model exceed 83% on SWE-bench verified?,0.5901639344262296,0.0,20.0,1798761540000
6uRhIRNRph,"Will Bitcoin exceed $93,000 USD at 18:00 UTC on January 21, 2026?",0.009999999999999933,0.0,929.6132881924332,1769018400000
